user_input,intent,source,user_input_clean,text_length,word_count,avg_word_length,exclamation_count,question_count,intent_encoded,cleaned_text,token_count,avg_token_length,has_question,has_exclamation,question_word_count,is_valid_length
 what is the earliest flight you have that leaves philadelphia to dallas,atis_flight,atis,what is the earliest flight you have that leaves philadelphia to dallas,71,12,5.0,0,0,35,what be the early flight you have that leave philadelphia to dallas,12,4.666666666666667,0,0,1,1
 i would like a flight that leaves on friday from philadelphia to dallas that makes a stop in atlanta,atis_flight,atis,i would like a flight that leaves on friday from philadelphia to dallas that makes a stop in atlanta,100,19,4.315789473684211,0,0,35,I would like a flight that leave on friday from philadelphia to dallas that make a stop in atlanta,19,4.2105263157894735,0,0,0,1
 could i have a listing of flights leaving boston going to baltimore leaving wednesday after 2100,atis_flight,atis,could i have a listing of flights leaving boston going to baltimore leaving wednesday after,91,15,5.133333333333334,0,0,35,could I have a listing of flight leave boston go to baltimore leave wednesday after 2100,16,4.5625,0,0,0,1
 what does flight code us mean,atis_flight,atis,what does flight code us mean,29,6,4.0,0,0,35,what do flight code we mean,6,3.6666666666666665,0,0,1,1
 is there limousine service available at baltimore airport,atis_ground_service,atis,is there limousine service available at baltimore airport,57,8,6.25,0,0,40,be there limousine service available at baltimore airport,8,6.25,0,0,0,1
 show me the flights from westchester county to cincinnati,atis_flight,atis,show me the flights from westchester county to cincinnati,57,9,5.444444444444445,0,0,35,show I the flight from westchester county to cincinnati,9,5.222222222222222,0,0,0,1
 what airlines fly from boston to washington,atis_airline,atis,what airlines fly from boston to washington,43,7,5.285714285714286,0,0,28,what airline fly from boston to washington,7,5.142857142857143,0,0,1,1
 show me the united flights from bwi to denver,atis_flight,atis,show me the united flights from bwi to denver,45,9,4.111111111111111,0,0,35,show I the united flight from bwi to denver,9,3.888888888888889,0,0,0,1
 show me flights from baltimore to philadelphia please,atis_flight,atis,show me flights from baltimore to philadelphia please,53,8,5.75,0,0,35,show I flight from baltimore to philadelphia please,8,5.5,0,0,0,1
 how many delta flights leave from washington,atis_quantity,atis,how many delta flights leave from washington,44,7,5.428571428571429,0,0,43,how many delta flight leave from washington,7,5.285714285714286,0,0,1,1
 flights from westchester county to st. paul,atis_flight,atis,flights from westchester county to st paul,42,7,5.142857142857143,0,0,35,flight from westchester county to st . paul,8,4.5,0,0,0,1
 what are the cheapest fares for flights from newark to la leaving wednesday after 3 pm,atis_airfare,atis,what are the cheapest fares for flights from newark to la leaving wednesday after pm,84,15,4.666666666666667,0,0,26,what be the cheap fare for flight from newark to la leave wednesday after 3 pm,16,3.9375,0,0,1,1
 show me flights which leave from boston on july twenty second arriving in pittsburgh,atis_flight,atis,show me flights which leave from boston on july twenty second arriving in pittsburgh,84,14,5.071428571428571,0,0,35,show I flight which leave from boston on july twenty second arrive in pittsburgh,14,4.785714285714286,0,0,1,1
 what is the latest flight leaving las vegas for ontario,atis_flight,atis,what is the latest flight leaving las vegas for ontario,55,10,4.6,0,0,35,what be the late flight leave las vegas for ontario,10,4.2,0,0,1,1
 show me all flights from baltimore or denver or pittsburgh that fly to philadelphia,atis_flight,atis,show me all flights from baltimore or denver or pittsburgh that fly to philadelphia,83,14,5.0,0,0,35,show I all flight from baltimore or denver or pittsburgh that fly to philadelphia,14,4.857142857142857,0,0,0,1
 what is the latest flight between washington and boston,atis_flight,atis,what is the latest flight between washington and boston,55,9,5.222222222222222,0,0,35,what be the late flight between washington and boston,9,5.0,0,0,1,1
 what flight do you have from atlanta to dallas on august twenty seventh in the morning,atis_flight,atis,what flight do you have from atlanta to dallas on august twenty seventh in the morning,86,16,4.4375,0,0,35,what flight do you have from atlanta to dallas on august twenty seventh in the morning,16,4.4375,0,0,1,1
 what kind of airplane goes from boston to san francisco before noon,atis_aircraft,atis,what kind of airplane goes from boston to san francisco before noon,67,12,4.666666666666667,0,0,24,what kind of airplane go from boston to san francisco before noon,12,4.5,0,0,1,1
 how can i get from boston to atlanta and back in the same day and have the most hours on the ground in atlanta,atis_flight,atis,how can i get from boston to atlanta and back in the same day and have the most hours on the ground in atlanta,110,24,3.625,0,0,35,how can I get from boston to atlanta and back in the same day and have the most hour on the ground in atlanta,24,3.5833333333333335,0,0,1,1
 what is the lowest cost for a one way ticket from boston to washington,atis_airfare,atis,what is the lowest cost for a one way ticket from boston to washington,70,14,4.071428571428571,0,0,26,what be the low cost for a one way ticket from boston to washington,14,3.857142857142857,0,0,1,1
 does united airline have any flights from dallas to san francisco,atis_flight,atis,does united airline have any flights from dallas to san francisco,65,11,5.0,0,0,35,do unite airline have any flight from dallas to san francisco,11,4.636363636363637,0,0,0,1
 i'm flying from boston to the bay area,atis_flight,atis,im flying from boston to the bay area,37,8,3.75,0,0,35,I m fly from boston to the bay area,9,3.0,0,0,0,1
 i would like a flight on continental airlines on august twentieth from washington to pittsburgh,atis_flight,atis,i would like a flight on continental airlines on august twentieth from washington to pittsburgh,95,15,5.4,0,0,35,I would like a flight on continental airline on august twentieth from washington to pittsburgh,15,5.333333333333333,0,0,0,1
 does northwest fly into denver,atis_flight,atis,does northwest fly into denver,30,5,5.2,0,0,35,do northwest fly into denver,5,4.8,0,0,0,1
 give me the earliest flight tomorrow from st. petersburg to milwaukee on a airline other than twa,atis_flight,atis,give me the earliest flight tomorrow from st petersburg to milwaukee on a airline other than twa,96,17,4.705882352941177,0,0,35,give I the early flight tomorrow from st . petersburg to milwaukee on a airline other than twa,18,4.277777777777778,0,0,0,1
 show me the flights from san francisco to pittsburgh on tuesday,atis_flight,atis,show me the flights from san francisco to pittsburgh on tuesday,63,11,4.818181818181818,0,0,35,show I the flight from san francisco to pittsburgh on tuesday,11,4.636363636363637,0,0,0,1
 tell me distance from orlando airport to the city,atis_distance,atis,tell me distance from orlando airport to the city,49,9,4.555555555555555,0,0,34,tell I distance from orlando airport to the city,9,4.444444444444445,0,0,0,1
 i'd like information on a flight from denver to san francisco on united air,atis_flight,atis,id like information on a flight from denver to san francisco on united air,74,14,4.357142857142857,0,0,35,I d like information on a flight from denver to san francisco on united air,15,4.066666666666666,0,0,0,1
Comprendo,UnderstandQuery,chatbots,comprendo,9,1,9.0,0,0,20,comprendo,1,9.0,0,0,0,1
 okay i would like to fly from atlanta to philadelphia,atis_flight,atis,okay i would like to fly from atlanta to philadelphia,53,10,4.4,0,0,35,okay I would like to fly from atlanta to philadelphia,10,4.4,0,0,0,1
 find me the cheapest one way fare i can get from boston to denver,atis_airfare,atis,find me the cheapest one way fare i can get from boston to denver,65,14,3.7142857142857135,0,0,26,find I the cheap one way fare I can get from boston to denver,14,3.4285714285714284,0,0,0,1
 flights from charlotte to baltimore,atis_flight,atis,flights from charlotte to baltimore,35,5,6.2,0,0,35,flight from charlotte to baltimore,5,6.0,0,0,0,1
 in dallas fort worth i would like information on ground transportation,atis_ground_service,atis,in dallas fort worth i would like information on ground transportation,70,11,5.454545454545454,0,0,40,in dallas fort worth I would like information on ground transportation,11,5.454545454545454,0,0,0,1
 does eastern airlines fly between boston and washington,atis_flight,atis,does eastern airlines fly between boston and washington,55,8,6.0,0,0,35,do eastern airline fly between boston and washington,8,5.625,0,0,0,1
 what flights go from newark to boston after 5 pm,atis_flight,atis,what flights go from newark to boston after pm,46,9,4.222222222222222,0,0,35,what flight go from newark to boston after 5 pm,10,3.8,0,0,1,1
 where does flight ua 281 from boston to oakland stop,atis_flight,atis,where does flight ua from boston to oakland stop,48,9,4.444444444444445,0,0,35,where do flight ua 281 from boston to oakland stop,10,4.1,0,0,1,1
 please book for me a flight on twa from washington dc to san francisco earliest possible time,atis_flight,atis,please book for me a flight on twa from washington dc to san francisco earliest possible time,93,17,4.529411764705882,0,0,35,please book for I a flight on twa from washington dc to san francisco early possible time,17,4.294117647058823,0,0,0,1
 okay that sounds great let's go from atlanta on april twenty one in the morning to dallas least expensive fare one way,atis_flight,atis,okay that sounds great lets go from atlanta on april twenty one in the morning to dallas least expensive fare one way,117,22,4.363636363636363,0,0,35,okay that sound great let s go from atlanta on april twenty one in the morning to dallas least expensive fare one way,23,4.130434782608695,0,0,0,1
 what american airlines flights depart milwaukee for phoenix on saturday or sunday,atis_flight,atis,what american airlines flights depart milwaukee for phoenix on saturday or sunday,81,12,5.833333333333333,0,0,35,what american airline flight depart milwaukee for phoenix on saturday or sunday,12,5.666666666666667,0,0,1,1
 what's the cheapest one way flight from denver to pittsburgh,atis_flight,atis,whats the cheapest one way flight from denver to pittsburgh,59,10,5.0,0,0,35,what s the cheap one way flight from denver to pittsburgh,11,4.2727272727272725,0,0,1,1
 show me flights arriving in baltimore from pittsburgh between 4 and 5 pm,atis_flight,atis,show me flights arriving in baltimore from pittsburgh between and pm,68,11,5.2727272727272725,0,0,35,show I flight arrive in baltimore from pittsburgh between 4 and 5 pm,13,4.3076923076923075,0,0,0,1
 i'd like to leave from boston on tuesday and i'd like to leave sometime in the morning,atis_flight,atis,id like to leave from boston on tuesday and id like to leave sometime in the morning,84,17,4.0,0,0,35,I d like to leave from boston on tuesday and I d like to leave sometime in the morning,19,3.5789473684210527,0,0,0,1
